"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Tachyspiza virgata/gularis",8068,"slash","y00943","Besra/Japanese Sparrowhawk","Accipitriformes","Accipitridae",NA,"Besra/Japanese Sparrowhawk"
"Aquila chrysaetos/Haliaeetus leucocephalus",8277,"slash","y00944","Golden/Bald Eagle","Accipitriformes","Accipitridae",NA,"עיטם לבן-ראש/עיט זהוב"
"Buteogallus anthracinus/urubitinga",8328,"slash","y00945","Common/Great Black Hawk","Accipitriformes","Accipitridae",NA,"Common/Great Black Hawk"
"Buteo buteo/refectus",8469,"slash","y00946","Common/Himalayan Buzzard","Accipitriformes","Accipitridae",NA,"Common/Himalayan Buzzard"
"Buteo buteo/refectus/japonicus",8476,"slash","y00947","Common/Himalayan/Eastern Buzzard","Accipitriformes","Accipitridae",NA,"Common/Himalayan/Eastern Buzzard"
"Buteo refectus/japonicus",8475,"slash","y00948","Himalayan/Eastern Buzzard","Accipitriformes","Accipitridae",NA,"Himalayan/Eastern Buzzard"
"Rallus aquaticus/indicus",5256,"slash","y00949","Water/Brown-cheeked Rail","Gruiformes","Rallidae",NA,"Water/Brown-cheeked Rail"
"Zapornia parva/pusilla",5540,"slash","y00950","Little/Baillon's Crake","Gruiformes","Rallidae",NA,"ברודית קטנה/גמדית"
"Porphyrio indicus/poliocephalus",5483,"slash","y00951","Black-backed/Gray-headed Swamphen","Gruiformes","Rallidae",NA,"Black-backed/Gray-headed Swamphen"
"Numenius madagascariensis/arquata",5971,"slash","y00952","Far Eastern/Eurasian Curlew","Charadriiformes","Scolopacidae",NA,"חרמשון גדול/מזרח רחוק"
"Calidris maritima/ptilocnemis",6153,"slash","y00953","Purple/Rock Sandpiper","Charadriiformes","Scolopacidae",NA,"Purple/Rock Sandpiper"
"Tringa guttifer/nebularia",6091,"slash","y00954","Nordmann's/Common Greenshank","Charadriiformes","Scolopacidae",NA,"Nordmann's/Common Greenshank"
"Chroicocephalus ridibundus/brunnicephalus",6414,"slash","y00955","Black-headed/Brown-headed Gull","Charadriiformes","Laridae",NA,"שחף אגמים/חום-ראש"
"Larus smithsonianus/glaucescens",6530,"slash","y00956","American Herring/Glaucous-winged Gull","Charadriiformes","Laridae",NA,"American Herring/Glaucous-winged Gull"
"Geococcyx velox/californianus",2997,"slash","y00957","Lesser/Greater Roadrunner","Cuculiformes","Cuculidae",NA,"Lesser/Greater Roadrunner"
"Coccyzus americanus/euleri",3190,"slash","y00958","Yellow-billed/Pearly-breasted Cuckoo","Cuculiformes","Cuculidae",NA,"Yellow-billed/Pearly-breasted Cuckoo"
"Apus pacificus/cooki",4078,"slash","y00959","Pacific/Cook's Swift","Apodiformes","Apodidae",NA,"Pacific/Cook's Swift"
"Apus affinis/nipalensis",4094,"slash","y00960","Little/House Swift","Apodiformes","Apodidae",NA,"Little/House Swift"
"Phoeniculus/Rhinopomastus sp.",9550,"spuh","y00961","woodhoopoe/scimitarbill sp.","Bucerotiformes","Phoeniculidae",NA,"woodhoopoe/scimitarbill sp."
"Picumnus cirratus/dorbignyanus",10960,"slash","y00962","White-barred/Ocellated Piculet","Piciformes","Picidae",NA,"White-barred/Ocellated Piculet"
"Melanerpes hoffmannii/aurifrons",11087,"slash","y00963","Hoffmann's/Golden-fronted Woodpecker","Piciformes","Picidae",NA,"Hoffmann's/Golden-fronted Woodpecker"
"Dendrocopos darjellensis/Dryobates cathpharius",11280,"slash","y00964","Darjeeling/Crimson-naped Woodpecker","Piciformes","Picidae",NA,"Darjeeling/Crimson-naped Woodpecker"
"Dryobates nuttallii/scalaris",11312,"slash","y00965","Nuttall's/Ladder-backed Woodpecker","Piciformes","Picidae",NA,"Nuttall's/Ladder-backed Woodpecker"
"Frederickena unduliger/fulva",13338,"slash","y00966","Undulated/Fulvous Antshrike","Passeriformes","Thamnophilidae",NA,"Undulated/Fulvous Antshrike"
"Cercomacroides nigrescens/fuscicauda",13789,"slash","y00967","Blackish/Riparian Antbird","Passeriformes","Thamnophilidae",NA,"Blackish/Riparian Antbird"
"Lepidocolaptes duidae/fatimalimae",14809,"slash","y00968","Duida/Inambari Woodcreeper","Passeriformes","Furnariidae",NA,"Duida/Inambari Woodcreeper"
"Cichlocolaptes mazarbarnetti/Philydor novaesi",14988,"slash","y00969","Cryptic Treehunter/Alagoas Foliage-gleaner","Passeriformes","Furnariidae",NA,"Cryptic Treehunter/Alagoas Foliage-gleaner"
"Certhiaxis cinnamomeus/mustelinus",15399,"slash","y00970","Yellow-chinned/Red-and-white Spinetail","Passeriformes","Furnariidae",NA,"Yellow-chinned/Red-and-white Spinetail"
"Knipolegus aterrimus/hudsoni",16908,"slash","y00971","White-winged/Hudson's Black-Tyrant","Passeriformes","Tyrannidae",NA,"White-winged/Hudson's Black-Tyrant"
"Myiarchus venezuelensis/panamensis",17144,"slash","y00972","Venezuelan/Panama Flycatcher","Passeriformes","Tyrannidae",NA,"Venezuelan/Panama Flycatcher"
"Acanthiza ewingii/pusilla",18216,"slash","y00973","Tasmanian/Brown Thornbill","Passeriformes","Acanthizidae",NA,"Tasmanian/Brown Thornbill"
"Pericrocotus divaricatus/cantonensis",18443,"slash","y00974","Ashy/Brown-rumped Minivet","Passeriformes","Campephagidae",NA,"Ashy/Brown-rumped Minivet"
"Lanius phoenicuroides/isabellinus/cristatus",20830,"slash","y00975","Red-tailed/Isabelline/Brown Shrike","Passeriformes","Laniidae",NA,"חנקן טורקסטני/ערבות"
"Terpsiphone atrocaudata/incei",20499,"slash","y00976","Black/Amur Paradise-Flycatcher","Passeriformes","Monarchidae",NA,"Black/Amur Paradise-Flycatcher"
"Terpsiphone incei/affinis",20513,"slash","y00977","Amur/Blyth's Paradise-Flycatcher","Passeriformes","Monarchidae",NA,"Amur/Blyth's Paradise-Flycatcher"
"Terpsiphone affinis/paradisi",20521,"slash","y00978","Blyth's/Indian Paradise-Flycatcher","Passeriformes","Monarchidae",NA,"Blyth's/Indian Paradise-Flycatcher"
"Calandrella/Alaudala sp.",22609,"spuh","y00979","Calandrella/Alaudala sp.","Passeriformes","Alaudidae",NA,"עפרונן Calandrella/Alaudala בלתי-מזוהה"
"Galerida theklae/cristata",22480,"slash","y00980","Thekla's/Crested Lark","Passeriformes","Alaudidae",NA,"עפרוני מצויץ/ספרדי"
"Ptyonoprogne rupestris/obsoleta",23921,"slash","y00981","Eurasian/Pale Crag-Martin","Passeriformes","Hirundinidae",NA,"סנונית מדבר/סלעים"
"Sittiparus castaneoventris/varius",21793,"slash","y00982","Chestnut-bellied/Varied Tit","Passeriformes","Paridae",NA,"Chestnut-bellied/Varied Tit"
"Poecile atricapillus/gambeli",21863,"slash","y00983","Black-capped/Mountain Chickadee","Passeriformes","Paridae",NA,"Black-capped/Mountain Chickadee"
"Pheugopedius genibarbis/coraya",27241,"slash","y00984","Moustached/Coraya Wren","Passeriformes","Troglodytidae",NA,"Moustached/Coraya Wren"
"Cantorchilus modestus/zeledoni",27296,"slash","y00985","Cabanis's/Canebrake Wren","Passeriformes","Troglodytidae",NA,"Cabanis's/Canebrake Wren"
"Cantorchilus modestus/elutus",27298,"slash","y00986","Cabanis's/Isthmian Wren","Passeriformes","Troglodytidae",NA,"Cabanis's/Isthmian Wren"
"Pycnonotus sinensis/taivanus",24489,"slash","y00987","Light-vented/Styan's Bulbul","Passeriformes","Pycnonotidae",NA,"Light-vented/Styan's Bulbul"
"Phylloscopus fuscatus/fuligiventer",24607,"slash","y00988","Dusky/Smoky Warbler","Passeriformes","Phylloscopidae",NA,"Dusky/Smoky Warbler"
"Phylloscopus affinis",24592,"species","y00989","Tickell's Leaf Warbler","Passeriformes","Phylloscopidae",NA,"Tickell's Leaf Warbler"
"Phylloscopus schwarzi/armandii/fuscatus",24602,"slash","y00990","Radde's/Yellow-streaked/Dusky Warbler","Passeriformes","Phylloscopidae",NA,"Radde's/Yellow-streaked/Dusky Warbler"
"Phylloscopus chloronotus/forresti",24585,"slash","y00991","Lemon-rumped/Sichuan Leaf Warbler","Passeriformes","Phylloscopidae",NA,"Lemon-rumped/Sichuan Leaf Warbler"
"Phylloscopus calciatilis/ricketti",24737,"slash","y00992","Limestone Leaf/Sulphur-breasted Warbler","Passeriformes","Phylloscopidae",NA,"Limestone Leaf/Sulphur-breasted Warbler"
"Phylloscopus burkii/whistleri",24680,"slash","y00993","Green-crowned/Whistler's Warbler","Passeriformes","Phylloscopidae",NA,"Green-crowned/Whistler's Warbler"
"Phylloscopus tephrocephalus/whistleri",24681,"slash","y00994","Gray-crowned/Whistler's Warbler","Passeriformes","Phylloscopidae",NA,"Gray-crowned/Whistler's Warbler"
"Phylloscopus valentini/omeiensis/soror",24688,"slash","y00995","Bianchi's/Martens's/Alström's Warbler","Passeriformes","Phylloscopidae",NA,"Bianchi's/Martens's/Alström's Warbler"
"Acrocephalus arundinaceus/orientalis/stentoreus",23497,"slash","y00996","Great/Oriental/Clamorous Reed Warbler","Passeriformes","Acrocephalidae",NA,"קנית אירופית/אפריקנית/מזרחית"
"Helopsaltes fasciolatus/amnicola",23551,"slash","y00997","Gray's/Sakhalin Grasshopper Warbler","Passeriformes","Locustellidae",NA,"Gray's/Sakhalin Grasshopper Warbler"
"Locustella tacsanowskia/davidi",23599,"slash","y00998","Chinese/Baikal Bush Warbler","Passeriformes","Locustellidae",NA,"Chinese/Baikal Bush Warbler"
"Locustella davidi/thoracica",23604,"slash","y00999","Baikal/Spotted Bush Warbler","Passeriformes","Locustellidae",NA,"Baikal/Spotted Bush Warbler"
"Locustella luteoventris/mandelli",23610,"slash","y01000","Brown/Russet Bush Warbler","Passeriformes","Locustellidae",NA,"Brown/Russet Bush Warbler"
"Prinia flaviventris/socialis",23050,"slash","y01001","Yellow-bellied/Ashy Prinia","Passeriformes","Cisticolidae",NA,"Yellow-bellied/Ashy Prinia"
"Garrulax monileger/Pterorhinus pectoralis",26561,"slash","y01002","Lesser/Greater Necklaced Laughingthrush","Passeriformes","Leiothrichidae",NA,"Lesser/Greater Necklaced Laughingthrush"
"Muscicapa/Bradornis sp.",28597,"spuh","y01003","Muscicapa/Bradornis sp.","Passeriformes","Muscicapidae",NA,"Muscicapa/Bradornis sp."
"Oenanthe cypriaca/pleschanka",29541,"slash","y01004","Cyprus/Pied Wheatear","Passeriformes","Muscicapidae",NA,"סלעית קפריסאית/שיחים"
"Zoothera mollissima/salimalii",27957,"slash","y01005","Alpine/Himalayan Thrush","Passeriformes","Turdidae",NA,"Alpine/Himalayan Thrush"
"Zoothera mollissima/griseiceps",27959,"slash","y01006","Alpine/Sichuan Thrush","Passeriformes","Turdidae",NA,"Alpine/Sichuan Thrush"
"Zoothera lunulata/heinei",27994,"slash","y01007","Bassian/Russet-tailed Thrush","Passeriformes","Turdidae",NA,"Bassian/Russet-tailed Thrush"
"Turdus smithi/olivaceus",28210,"slash","y01008","Karoo/Olive Thrush","Passeriformes","Turdidae",NA,"Karoo/Olive Thrush"
"Cochoa purpurea/viridis",28000,"slash","y01009","Purple/Green Cochoa","Passeriformes","Turdidae",NA,"Purple/Green Cochoa"
"Cinclocerthia ruficauda/gutturalis",27781,"slash","y01010","Brown/Gray Trembler","Passeriformes","Mimidae",NA,"Brown/Gray Trembler"
"Acridotheres fuscus/cristatellus",27654,"slash","y01011","Jungle/Crested Myna","Passeriformes","Sturnidae",NA,"Jungle/Crested Myna"
"Chloropsis jerdoni/aurifrons",30409,"slash","y01012","Jerdon's/Golden-fronted Leafbird","Passeriformes","Chloropseidae",NA,"Jerdon's/Golden-fronted Leafbird"
"Anthus richardi/godlewskii",31536,"slash","y01013","Richard's/Blyth's Pipit","Passeriformes","Motacillidae",NA,"פפיון ארך-רגליים/ערבות"
"Setophaga nigrescens/townsendi",33919,"slash","y01014","Black-throated Gray/Townsend's Warbler","Passeriformes","Parulidae",NA,"Black-throated Gray/Townsend's Warbler"
"Emberiza pallasi/schoeniclus",32544,"slash","y01015","Pallas's/Reed Bunting","Passeriformes","Emberizidae",NA,"גיבתון סוף/סוף מזרחי"
"Carpodacus rubicilloides/rubicilla",31916,"slash","y01016","Streaked/Great Rosefinch","Passeriformes","Fringillidae",NA,"Streaked/Great Rosefinch"
"Passer italiae/hispaniolensis",31285,"slash","y01017","Italian/Spanish Sparrow","Passeriformes","Passeridae",NA,"דרור איטלקי/ספרדי"
"Arborophila rolli/sumatrana",1193,"slash","y01018","Roll's/Sumatran Partridge","Galliformes","Phasianidae",NA,"Roll's/Sumatran Partridge"
"Tachybaptus novaehollandiae/Poliocephalus poliocephalus",6782,"slash","y01019","Australasian/Hoary-headed Grebe","Podicipediformes","Podicipedidae",NA,"Australasian/Hoary-headed Grebe"
"Phalacrocorax carbo/capillatus",7323,"slash","y01020","Great/Japanese Cormorant","Suliformes","Phalacrocoracidae",NA,"Great/Japanese Cormorant"
"Ardea cinerea/purpurea",7678,"slash","y01021","Gray/Purple Heron","Pelecaniformes","Ardeidae",NA,"אנפה אפורה / ארגמנית"
"Aquila nipalensis/rapax",7963,"slash","y01022","Steppe/Tawny Eagle","Accipitriformes","Accipitridae",NA,"עיט ערבות/סוואנות"
"Tachyspiza hiogaster/fasciata",8144,"slash","y01023","Variable/Brown Goshawk","Accipitriformes","Accipitridae",NA,"Variable/Brown Goshawk"
"Buteo buteo/rufinus",8464,"slash","y01024","Common/Long-legged Buzzard","Accipitriformes","Accipitridae",NA,"עקב חורף/עיטי"
"Rufirallus leucopyrrhus/Laterallus melanophaius",5584,"slash","y01025","Red-and-white/Rufous-sided Crake","Gruiformes","Rallidae",NA,"Red-and-white/Rufous-sided Crake"
"Porzana porzana/Zapornia parva/pusilla",5541,"slash","y01026","Spotted/Little/Baillon's Crake","Gruiformes","Rallidae",NA,"ברודית קטנה/גמדית/גדולה"
"Haematopus palliatus/bachmani",5751,"slash","y01027","American/Black Oystercatcher","Charadriiformes","Haematopodidae",NA,"American/Black Oystercatcher"
"Macropygia amboinensis/doreya",2072,"slash","y01028","Amboyna/Sultan's Cuckoo-Dove","Columbiformes","Columbidae",NA,"Amboyna/Sultan's Cuckoo-Dove"
"Calothorax lucifer/pulcher",4746,"slash","y01030","Lucifer/Beautiful Hummingbird","Apodiformes","Trochilidae",NA,"Lucifer/Beautiful Hummingbird"
"Rhyticeros undulatus/subruficollis",9639,"slash","y01032","Wreathed/Plain-pouched Hornbill","Bucerotiformes","Bucerotidae",NA,"Wreathed/Plain-pouched Hornbill"
"Momotus coeruliceps/lessonii",9760,"slash","y01033","Blue-capped/Lesson's Motmot","Coraciiformes","Momotidae",NA,"Blue-capped/Lesson's Motmot"
"Picus viridanus/vittatus",11538,"slash","y01034","Streak-breasted/Laced Woodpecker","Piciformes","Picidae",NA,"Streak-breasted/Laced Woodpecker"
"Trichoglossus chlorolepidotus/moluccanus",12567,"slash","y01035","Scaly-breasted/Rainbow Lorikeet","Psittaciformes","Psittaculidae",NA,"Scaly-breasted/Rainbow Lorikeet"
"Serpophaga subcristata",16587,"species","y01036","White-crested Tyrannulet","Passeriformes","Tyrannidae",NA,"White-crested Tyrannulet"
"Myiobius sulphureipygius/atricaudus",15980,"slash","y01037","Sulphur-rumped/Black-tailed Flycatcher","Passeriformes","Onychorhynchidae",NA,"Sulphur-rumped/Black-tailed Flycatcher"
"Myiobius barbatus/atricaudus",15981,"slash","y01038","Whiskered/Black-tailed Flycatcher","Passeriformes","Onychorhynchidae",NA,"Whiskered/Black-tailed Flycatcher"
"Artamus personatus/superciliosus",19531,"slash","y01039","Masked/White-browed Woodswallow","Passeriformes","Artamidae",NA,"Masked/White-browed Woodswallow"
"Lanius meridionalis/excubitor",20898,"slash","y01040","Iberian Gray/Great Gray Shrike","Passeriformes","Laniidae",NA,"חנקן גדול/ספרדי"
"Oriolus oriolus/auratus",19417,"slash","y01041","Eurasian/African Golden Oriole","Passeriformes","Oriolidae",NA,"Eurasian/African Golden Oriole"
"Calandrella brachydactyla/dukhunensis",22564,"slash","y01042","Greater/Mongolian Short-toed Lark","Passeriformes","Alaudidae",NA,"עפרונן קצר-אצבעות/מונגולי"
"Sitta frontalis/solangiae",26667,"slash","y01044","Velvet-fronted/Yellow-billed Nuthatch","Passeriformes","Sittidae",NA,"Velvet-fronted/Yellow-billed Nuthatch"
"Phylloscopus trochilus/collybita/ibericus",24634,"slash","y01045","Willow Warbler/Common Chiffchaff/Iberian Chiffchaff","Passeriformes","Phylloscopidae",NA,"עלווית אפורה/חורף/איברית"
"Acrocephalus palustris/scirpaceus",23460,"slash","y01046","Marsh/Common Reed Warbler","Passeriformes","Acrocephalidae",NA,"קנית ביצות/קטנה/קטנה אפריקנית"
"Curruca curruca curruca/minula",25077,"form","y01048","Lesser Whitethroat (Lesser/Desert)","Passeriformes","Sylviidae","leswhi4","סבכי טוחנים/קטן"
"Curruca curruca curruca/minula/althaea",25082,"form","y01049","Lesser Whitethroat (Lesser/Desert/Hume's)","Passeriformes","Sylviidae","leswhi4","סבכי טוחנים/חטמיתי/קטן"
"Curruca curruca minula/margelanica",25079,"form","y01050","Lesser Whitethroat (Desert/Gansu)","Passeriformes","Sylviidae","leswhi4","סבכי טוחנים (קבוצה מזרח אסייתית)"
"Mixornis kelleyi/gularis",25677,"slash","y01051","Gray-faced/Pin-striped Tit-Babbler","Passeriformes","Timaliidae",NA,"Gray-faced/Pin-striped Tit-Babbler"
"Zoothera mollissima/salimalii/griseiceps",27960,"slash","y01052","Alpine/Himalayan/Sichuan Thrush","Passeriformes","Turdidae",NA,"Alpine/Himalayan/Sichuan Thrush"
"Turdus feae/obscurus",28427,"slash","y01053","Gray-sided/Eyebrowed Thrush","Passeriformes","Turdidae",NA,"קיכלי אפור-חזה/אפור-צד"
"Chloropsis sonnerati/cyanopogon",30391,"slash","y01054","Greater/Lesser Green Leafbird","Passeriformes","Chloropseidae",NA,"Greater/Lesser Green Leafbird"
"Hemithraupis guira/ruficapilla",34928,"slash","y01055","Guira/Rufous-headed Tanager","Passeriformes","Thraupidae",NA,"Guira/Rufous-headed Tanager"
"Fringilla coelebs/montifringilla",31698,"slash","y01056","Common Chaffinch/Brambling","Passeriformes","Fringillidae",NA,"פרוש מצוי/הרים"
"Linaria flavirostris/cannabina",32202,"slash","y01057","Twite/Eurasian Linnet","Passeriformes","Fringillidae",NA,"תפוחית מצויה/הרים"
"Loxia curvirostra/sinesciuris",32261,"slash","y01058","Red/Cassia Crossbill","Passeriformes","Fringillidae",NA,"Red/Cassia Crossbill"
"Carduelis citrinella/Serinus serinus",32294,"slash","y01059","Citril Finch/European Serin","Passeriformes","Fringillidae",NA,"בזבוז אירופי/תרוג"
"Serinus serinus/pusillus/syriacus",32300,"slash","y01060","European/Fire-fronted/Syrian Serin","Passeriformes","Fringillidae",NA,"בזבוז אירופי/לבנון/אדום-מצח"
"Psittacula eupatria/krameri",12237,"slash","y01061","Alexandrine/Rose-ringed Parakeet","Psittaciformes","Psittaculidae",NA,"דררה אלכסנדרית/דררה"
"Ploceus baglafecht/bannermani",30498,"slash","y01062","Baglafecht/Bannerman's Weaver","Passeriformes","Ploceidae",NA,"Baglafecht/Bannerman's Weaver"
"Melidectes belfordi/rufocrissalis",17670,"slash","y01063","Belford's/Yellow-browed Melidectes","Passeriformes","Meliphagidae",NA,"Belford's/Yellow-browed Melidectes"
"Mycerobas icterioides/affinis",31795,"slash","y01064","Black-and-yellow/Collared Grosbeak","Passeriformes","Fringillidae",NA,"Black-and-yellow/Collared Grosbeak"
"Sterna aurantia/acuticauda",6699,"slash","y01065","River/Black-bellied Tern","Charadriiformes","Laridae",NA,"River/Black-bellied Tern"
"Periparus rufonuchalis/rubidiventris",21759,"slash","y01066","Rufous-naped/Rufous-vented Tit","Passeriformes","Paridae",NA,"Rufous-naped/Rufous-vented Tit"
"Cyanocorax colliei/formosus",20993,"slash","y01067","Black-throated/White-throated Magpie-Jay","Passeriformes","Corvidae",NA,"Black-throated/White-throated Magpie-Jay"
"Cyanoloxia cyanoides/rothschildii",34295,"slash","y01068","Blue-black/Amazonian Grosbeak","Passeriformes","Cardinalidae",NA,"Blue-black/Amazonian Grosbeak"
